Country,Year,Full Date,Location,Tests,Yield
United States of America,1970,2/4/70,Underground,2,217
United States of America,1970,2/5/70,Underground,1,25
United States of America,1970,3/19/70,Underground,1,6
United States of America,1970,3/23/70,Underground,1,89
United States of America,1970,3/26/70,Underground,1,1900
United States of America,1970,3/6/70,Underground,4,52.2
United States of America,1970,4/21/70,Underground,3,52.7
United States of America,1970,5/1/70,Underground,4,34
United States of America,1970,5/12/70,Underground,1,20
United States of America,1970,5/15/70,Underground,2,85
United States of America,1970,5/21/70,Underground,2,30
United States of America,1970,5/26/70,Underground,4,114.125
United States of America,1970,5/28/70,Underground,3,23.3
United States of America,1970,5/5/70,Underground,1,20
United States of America,1970,6/26/70,Underground,2,5.5
United States of America,1971,10/14/71,Underground,1,5
United States of America,1971,10/8/71,Underground,1,7
United States of America,1971,11/24/71,Underground,1,4
United States of America,1971,11/30/71,Underground,1,10
United States of America,1971,11/6/71,Underground,1,4800
United States of America,1971,12/14/71,Underground,3,40
United States of America,1971,6/16/71,Underground,1,18
United States of America,1971,6/23/71,Underground,2,40
United States of America,1971,6/24/71,Underground,1,38
United States of America,1971,6/29/71,Underground,1,20
United States of America,1971,7/1/71,Underground,1,20
United States of America,1971,7/21/71,Underground,1,0.25
United States of America,1971,7/8/71,Underground,1,83
United States of America,1971,7/9/71,Underground,1,0.25
United States of America,1971,8/18/71,Underground,1,67
United States of America,1971,8/4/71,Underground,1,20
United States of America,1971,8/5/71,Underground,2,40
United States of America,1971,8/6/71,Underground,1,20
United States of America,1971,9/22/71,Underground,4,60.5
United States of America,1971,9/29/71,Underground,2,24
United States of America,1972,1/5/72,Underground,1,20
United States of America,1972,11/17/72,Underground,2,40
United States of America,1972,11/9/72,Underground,2,1.2
United States of America,1972,12/12/72,Underground,1,0.2
United States of America,1972,12/14/72,Underground,1,20
United States of America,1972,12/21/72,Underground,3,240
United States of America,1972,2/17/72,Underground,1,3.5
United States of America,1972,2/3/72,Underground,1,2
United States of America,1972,3/23/72,Underground,1,4
United States of America,1972,3/30/72,Underground,2,28
United States of America,1972,4/19/72,Underground,2,28
United States of America,1972,5/11/72,Underground,1,0.5
United States of America,1972,5/17/72,Underground,1,8
United States of America,1972,5/19/72,Underground,1,12
United States of America,1972,5/2/72,Underground,1,19
United States of America,1972,6/28/72,Underground,3,26.6
United States of America,1972,6/7/72,Underground,1,0.8
United States of America,1972,7/20/72,Underground,1,21
United States of America,1972,7/25/72,Underground,1,1.5
United States of America,1972,8/9/72,Underground,3,60
United States of America,1972,9/21/72,Underground,1,160
United States of America,1972,9/26/72,Underground,1,15
United States of America,1973,10/12/73,Underground,1,8
United States of America,1973,10/2/73,Underground,2,21
United States of America,1973,11/28/73,Underground,1,5
United States of America,1973,12/12/73,Underground,1,5
United States of America,1973,12/13/73,Underground,1,20
United States of America,1973,12/19/73,Underground,2,20.3
United States of America,1973,2/14/73,Underground,1,20
United States of America,1973,3/23/73,Underground,1,0.2
United States of America,1973,3/8/73,Underground,1,67
United States of America,1973,4/25/73,Underground,2,17
United States of America,1973,4/26/73,Underground,2,90.5
United States of America,1973,4/5/73,Underground,1,20
United States of America,1973,5/17/73,Underground,3,99
United States of America,1973,5/24/73,Underground,2,17
United States of America,1973,5/9/73,Underground,1,20
United States of America,1973,6/21/73,Underground,1,58
United States of America,1973,6/28/73,Underground,2,24.005
United States of America,1973,6/5/73,Underground,1,18
United States of America,1973,6/6/73,Underground,1,250
United States of America,1974,1/10/74,Underground,3,60
United States of America,1974,10/17/74,Underground,1,20
United States of America,1974,10/28/74,Underground,1,20
United States of America,1974,11/2/74,Underground,1,20
United States of America,1974,11/26/74,Underground,1,20
United States of America,1974,12/16/74,Underground,1,4
United States of America,1974,2/27/74,Underground,1,150
United States of America,1974,3/14/74,Underground,1,20
United States of America,1974,4/12/74,Underground,1,20
United States of America,1974,4/23/74,Underground,1,0.5
United States of America,1974,5/1/74,Underground,1,20
United States of America,1974,5/22/74,Underground,1,2.5
United States of America,1974,5/8/74,Underground,1,20
United States of America,1974,6/19/74,Underground,1,20
United States of America,1974,6/6/74,Underground,1,4
United States of America,1974,7/10/74,Underground,1,150
United States of America,1974,7/18/74,Underground,2,22
United States of America,1974,8/14/74,Underground,1,5
United States of America,1974,8/30/74,Underground,1,160
United States of America,1974,9/25/74,Underground,1,5
United States of America,1974,9/26/74,Underground,2,100.2
United States of America,1975,10/24/75,Underground,1,15
United States of America,1975,10/28/75,Underground,1,1000
United States of America,1975,11/18/75,Underground,1,5
United States of America,1975,11/20/75,Underground,1,500
United States of America,1975,11/26/75,Underground,1,5
United States of America,1975,12/20/75,Underground,1,160
United States of America,1975,2/19/75,Underground,1,20
United States of America,1975,2/28/75,Underground,1,160
United States of America,1975,2/6/75,Underground,3,26.35
United States of America,1975,3/7/75,Underground,1,89
United States of America,1975,4/24/75,Underground,1,20
United States of America,1975,4/30/75,Underground,1,38
United States of America,1975,4/5/75,Underground,1,20
United States of America,1975,5/14/75,Underground,1,380
United States of America,1975,6/11/75,Underground,1,20
United States of America,1975,6/18/75,Underground,1,20
United States of America,1975,6/19/75,Underground,1,520
United States of America,1975,6/26/75,Underground,1,750
United States of America,1975,6/3/75,Underground,2,340
United States of America,1975,9/6/75,Underground,1,7
United States of America,1976,1/3/76,Underground,1,800
United States of America,1976,10/6/76,Underground,1,0.6
United States of America,1976,11/10/76,Underground,1,20
United States of America,1976,11/23/76,Underground,1,2
United States of America,1976,12/21/76,Underground,2,31
United States of America,1976,12/28/76,Underground,1,89
United States of America,1976,12/8/76,Underground,1,20
United States of America,1976,2/12/76,Underground,1,900
United States of America,1976,2/14/76,Underground,1,350
United States of America,1976,2/26/76,Underground,1,2.5
United States of America,1976,2/4/76,Underground,2,310
United States of America,1976,3/14/76,Underground,1,800
United States of America,1976,3/17/76,Underground,2,710
United States of America,1976,3/9/76,Underground,1,350
United States of America,1976,5/12/76,Underground,1,20
United States of America,1976,5/20/76,Underground,1,0.6
United States of America,1976,7/27/76,Underground,1,58
United States of America,1977,10/26/77,Underground,1,5
United States of America,1977,11/1/77,Underground,1,10
United States of America,1977,11/17/77,Underground,1,10
United States of America,1977,11/9/77,Underground,1,150
United States of America,1977,12/14/77,Underground,2,150.8
United States of America,1977,2/16/77,Underground,2,11
United States of America,1977,3/8/77,Underground,2,20.8
United States of America,1977,4/27/77,Underground,1,67
United States of America,1977,4/5/77,Underground,1,140
United States of America,1977,5/25/77,Underground,1,51
United States of America,1977,6/2/77,Underground,1,20
United States of America,1977,7/28/77,Underground,1,0.6
United States of America,1977,8/16/77,Underground,3,22.1
United States of America,1977,8/19/77,Underground,2,120.2
United States of America,1977,8/4/77,Underground,1,44
United States of America,1977,9/15/77,Underground,1,6
United States of America,1977,9/27/77,Underground,1,20
United States of America,1978,11/2/78,Underground,1,2.5
United States of America,1978,12/1/78,Underground,1,0.6
United States of America,1978,12/16/78,Underground,1,140
United States of America,1978,2/13/78,Underground,1,0.8
United States of America,1978,2/23/78,Underground,1,120
United States of America,1978,3/16/78,Underground,1,1.5
United States of America,1978,3/23/78,Underground,2,140
United States of America,1978,4/11/78,Underground,1,100
United States of America,1978,4/25/78,Underground,1,20
United States of America,1978,5/10/78,Underground,1,0
United States of America,1978,6/1/78,Underground,1,0.6
United States of America,1978,7/12/78,Underground,1,99
United States of America,1978,7/7/78,Underground,1,1.5
United States of America,1978,8/31/78,Underground,1,140
United States of America,1978,9/13/78,Underground,1,8
United States of America,1978,9/27/78,Underground,4,195.25
United States of America,1979,1/24/79,Underground,1,6
United States of America,1979,11/29/79,Underground,1,0.8
United States of America,1979,12/14/79,Underground,1,20
United States of America,1979,2/15/79,Underground,1,20
United States of America,1979,2/8/79,Underground,1,89
United States of America,1979,3/14/79,Underground,1,5
United States of America,1979,5/11/79,Underground,1,5
United States of America,1979,6/11/79,Underground,1,100
United States of America,1979,6/20/79,Underground,1,1.5
United States of America,1979,6/28/79,Underground,1,22
United States of America,1979,8/3/79,Underground,1,20
United States of America,1979,8/8/79,Underground,1,20
United States of America,1979,9/26/79,Underground,1,140
United States of America,1979,9/6/79,Underground,1,140
United States of America,1979,9/8/79,Underground,1,5
United States of America,1980,10/31/80,Underground,1,10
United States of America,1980,11/14/80,Underground,1,2
United States of America,1980,2/28/80,Underground,1,5
United States of America,1980,3/8/80,Underground,1,1
United States of America,1980,4/16/80,Underground,1,89
United States of America,1980,4/3/80,Underground,1,20
United States of America,1980,5/2/80,Underground,1,6
United States of America,1980,5/22/80,Underground,1,20
United States of America,1980,6/12/80,Underground,1,140
United States of America,1980,6/24/80,Underground,1,6
United States of America,1980,7/25/80,Underground,1,140
United States of America,1980,7/31/80,Underground,1,3.5
United States of America,1980,9/25/80,Underground,2,21.07
United States of America,1981,1/15/81,Underground,1,99
United States of America,1981,10/1/81,Underground,1,38
United States of America,1981,11/11/81,Underground,1,29
United States of America,1981,12/16/81,Underground,1,5
United States of America,1981,12/3/81,Underground,1,20
United States of America,1981,2/25/81,Underground,1,20
United States of America,1981,2/5/81,Underground,1,20
United States of America,1981,4/30/81,Underground,1,20
United States of America,1981,5/29/81,Underground,1,2.5
United States of America,1981,6/6/81,Underground,1,140
United States of America,1981,7/10/81,Underground,1,4
United States of America,1981,7/16/81,Underground,1,20
United States of America,1981,8/27/81,Underground,1,4
United States of America,1981,8/5/81,Underground,1,20
United States of America,1981,9/24/81,Underground,1,20
United States of America,1981,9/4/81,Underground,1,1
United States of America,1982,1/28/82,Underground,1,139
United States of America,1982,11/12/82,Underground,1,5
United States of America,1982,12/10/82,Underground,1,20
United States of America,1982,2/12/82,Underground,2,220
United States of America,1982,4/17/82,Underground,1,6
United States of America,1982,5/6/82,Underground,1,3.5
United States of America,1982,5/7/82,Underground,1,99
United States of America,1982,6/16/82,Underground,1,20
United States of America,1982,6/24/82,Underground,1,140
United States of America,1982,7/29/82,Underground,1,20
United States of America,1982,8/11/82,Underground,1,20
United States of America,1982,8/5/82,Underground,1,138
United States of America,1982,9/2/82,Underground,1,20
United States of America,1982,9/23/82,Underground,3,60
United States of America,1982,9/29/82,Underground,1,1
United States of America,1983,12/16/83,Underground,1,29
United States of America,1983,12/9/83,Underground,1,1.5
United States of America,1983,2/11/83,Underground,1,20
United States of America,1983,2/17/83,Underground,1,1.5
United States of America,1983,3/26/83,Underground,1,45
United States of America,1983,4/14/83,Underground,1,84
United States of America,1983,5/26/83,Underground,2,10
United States of America,1983,5/5/83,Underground,1,6
United States of America,1983,6/9/83,Underground,1,6
United States of America,1983,8/11/83,Underground,1,5
United States of America,1983,8/27/83,Underground,1,2
United States of America,1983,8/3/83,Underground,1,2.5
United States of America,1983,9/1/83,Underground,1,143
United States of America,1983,9/21/83,Underground,3,22.6
United States of America,1983,9/22/83,Underground,1,2
United States of America,1983,9/29/83,Underground,1,20
United States of America,1984,1/31/84,Underground,1,20
United States of America,1984,10/2/84,Underground,1,2.5
United States of America,1984,11/10/84,Underground,1,5
United States of America,1984,12/15/84,Underground,1,80
United States of America,1984,12/20/84,Underground,1,2.5
United States of America,1984,2/15/84,Underground,1,20
United States of America,1984,3/1/84,Underground,1,150
United States of America,1984,3/31/84,Underground,1,6
United States of America,1984,5/16/84,Underground,1,0.8
United States of America,1984,5/2/84,Underground,1,0.25
United States of America,1984,5/31/84,Underground,1,120
United States of America,1984,6/20/84,Underground,1,20
United States of America,1984,7/12/84,Underground,1,0.5
United States of America,1984,7/25/84,Underground,1,80
United States of America,1984,8/2/84,Underground,1,10
United States of America,1984,8/30/84,Underground,2,40
United States of America,1984,9/13/84,Underground,1,33
United States of America,1985,10/16/85,Underground,1,20
United States of America,1985,10/30/85,Underground,1,0.01
United States of America,1985,10/9/85,Underground,2,2.575
United States of America,1985,12/28/85,Underground,1,60
United States of America,1985,3/15/85,Underground,1,20
United States of America,1985,3/23/85,Underground,1,60
United States of America,1985,4/2/85,Underground,1,150
United States of America,1985,4/6/85,Underground,1,15
United States of America,1985,5/2/85,Underground,1,150
United States of America,1985,6/12/85,Underground,2,108
United States of America,1985,6/26/85,Underground,1,3.5
United States of America,1985,7/25/85,Underground,1,45
United States of America,1985,8/14/85,Underground,1,20
United States of America,1985,8/17/85,Underground,1,8
United States of America,1985,9/27/85,Underground,1,10
United States of America,1986,10/16/86,Underground,1,140
United States of America,1986,11/14/86,Underground,1,120
United States of America,1986,12/13/86,Underground,1,140
United States of America,1986,3/22/86,Underground,1,29
United States of America,1986,4/10/86,Underground,1,20
United States of America,1986,4/20/86,Underground,1,1.5
United States of America,1986,4/22/86,Underground,1,80
United States of America,1986,5/21/86,Underground,1,1
United States of America,1986,6/5/86,Underground,1,67
United States of America,1986,7/17/86,Underground,1,119
United States of America,1986,7/24/86,Underground,1,8
United States of America,1986,9/11/86,Underground,1,0.1
United States of America,1986,9/30/86,Underground,1,140
United States of America,1986,9/4/86,Underground,1,0.35
United States of America,1987,10/23/87,Underground,1,38
United States of America,1987,12/1/87,Underground,1,20
United States of America,1987,12/2/87,Underground,1,2
United States of America,1987,2/11/87,Underground,1,6
United States of America,1987,2/3/87,Underground,3,60
United States of America,1987,3/18/87,Underground,1,3.5
United States of America,1987,4/18/87,Underground,1,100
United States of America,1987,4/22/87,Underground,1,2.5
United States of America,1987,4/30/87,Underground,1,100
United States of America,1987,6/18/87,Underground,1,20
United States of America,1987,6/20/87,Underground,1,20
United States of America,1987,6/30/87,Underground,1,8
United States of America,1987,8/13/87,Underground,1,150
United States of America,1987,9/24/87,Underground,1,150
United States of America,1988,10/13/88,Underground,1,150
United States of America,1988,11/9/88,Underground,2,40
United States of America,1988,12/10/88,Underground,1,25
United States of America,1988,12/9/88,Underground,2,23
United States of America,1988,2/15/88,Underground,1,60
United States of America,1988,4/7/88,Underground,1,2
United States of America,1988,5/13/88,Underground,1,16
United States of America,1988,5/21/88,Underground,1,3.5
United States of America,1988,6/2/88,Underground,1,80
United States of America,1988,6/22/88,Underground,2,300
United States of America,1988,7/7/88,Underground,1,150
United States of America,1988,8/17/88,Underground,1,140
United States of America,1988,8/23/88,Underground,2,22
United States of America,1988,8/30/88,Underground,1,33
United States of America,1989,10/31/89,Underground,1,150
United States of America,1989,11/15/89,Underground,1,20
United States of America,1989,12/20/89,Underground,2,40
United States of America,1989,2/10/89,Underground,1,67
United States of America,1989,2/24/89,Underground,2,25
United States of America,1989,3/9/89,Underground,1,33
United States of America,1989,5/15/89,Underground,3,33
United States of America,1989,5/26/89,Underground,1,0.5
United States of America,1989,6/22/89,Underground,1,60
United States of America,1989,6/27/89,Underground,1,20
United States of America,1989,9/14/89,Underground,1,10
United States of America,1990,10/12/90,Underground,1,140
United States of America,1990,3/10/90,Underground,1,44
United States of America,1990,4/6/90,Underground,1,0.1
United States of America,1990,6/13/90,Underground,1,150
United States of America,1990,6/21/90,Underground,1,2
United States of America,1990,7/25/90,Underground,2,30
United States of America,1990,9/20/90,Underground,2,40
United States of America,1990,9/27/90,Underground,1,20
United States of America,1991,10/18/91,Underground,1,53
United States of America,1991,3/8/91,Underground,3,31.5
United States of America,1991,4/16/91,Underground,1,80
United States of America,1991,4/4/91,Underground,1,140
United States of America,1991,8/15/91,Underground,1,3
United States of America,1991,9/14/91,Underground,1,100
United States of America,1991,9/19/91,Underground,1,1.5
United States of America,1992,3/26/92,Underground,1,100
United States of America,1992,4/30/92,Underground,1,3
United States of America,1992,6/19/92,Underground,1,0.08
United States of America,1992,6/23/92,Underground,3,60
United States of America,1992,9/18/92,Underground,1,4
United States of America,1992,9/23/92,Underground,1,5
Russia,1949,8/29/49,Atmospheric,1,22
Russia,1950,//1950,Atmospheric,1,0
Russia,1951,10/18/51,Atmospheric,1,42
Russia,1951,9/24/51,Atmospheric,1,38.3
Russia,1953,8/12/53,Atmospheric,1,400
Russia,1953,8/23/53,Atmospheric,1,28
Russia,1953,9/10/53,Atmospheric,1,4.9
Russia,1953,9/3/53,Atmospheric,1,5.8
Russia,1953,9/8/53,Atmospheric,1,1.6
Russia,1954,10/1/54,Atmospheric,1,0.03
Russia,1954,10/19/54,Atmospheric,1,0.001
Russia,1954,10/23/54,Atmospheric,1,62
Russia,1954,10/26/54,Atmospheric,1,2.8
Russia,1954,10/3/54,Atmospheric,1,2
Russia,1954,10/30/54,Atmospheric,1,10
Russia,1954,10/5/54,Atmospheric,1,4
Russia,1954,10/8/54,Atmospheric,1,0.8
Russia,1954,9/14/54,Atmospheric,1,40
Russia,1954,9/29/54,Atmospheric,1,0.2
Russia,1955,11/22/55,Atmospheric,1,1600
Russia,1955,11/6/55,Atmospheric,1,250
Russia,1955,2/20/55,Atmospheric,1,0
Russia,1955,7/29/55,Atmospheric,1,1.3
Russia,1955,8/2/55,Atmospheric,1,12
Russia,1955,8/5/55,Atmospheric,1,1.2
Russia,1955,9/21/55,Atmospheric,1,0
Russia,,,Underwater,1,3.5
Russia,1956,11/17/56,Atmospheric,1,900
Russia,1956,12/14/56,Atmospheric,1,40
Russia,1956,2/2/56,Atmospheric,1,0.3
Russia,1956,3/16/56,Atmospheric,1,14
Russia,1956,3/25/56,Atmospheric,1,5.5
Russia,1956,8/24/56,Atmospheric,1,27
Russia,1956,8/30/56,Atmospheric,1,900
Russia,1956,9/10/56,Atmospheric,1,38
Russia,1956,9/2/56,Atmospheric,1,51
Russia,1957,1/19/57,Atmospheric,1,10
Russia,1957,10/10/57,Underwater,1,6
Russia,1957,10/6/57,Atmospheric,1,2900
Russia,1957,12/28/57,Atmospheric,1,12
Russia,1957,3/8/57,Atmospheric,1,19
Russia,1957,4/10/57,Atmospheric,1,680
Russia,1957,4/12/57,Atmospheric,1,22
Russia,1957,4/16/57,Atmospheric,1,320
Russia,1957,4/3/57,Atmospheric,1,42
Russia,1957,4/6/57,Atmospheric,1,57
Russia,1957,8/22/57,Atmospheric,1,520
Russia,1957,8/26/57,Atmospheric,1,0.1
Russia,1957,9/13/57,Atmospheric,1,5.9
Russia,1957,9/24/57,Atmospheric,1,1600
Russia,1957,9/26/57,Atmospheric,1,13
Russia,1957,9/7/57,Atmospheric,1,32
Russia,1958,1/17/58,Atmospheric,1,0.5
Russia,1958,1/4/58,Atmospheric,1,1.3
Russia,1958,10/10/58,Atmospheric,1,68
Russia,1958,10/12/58,Atmospheric,1,1450
Russia,1958,10/15/58,Atmospheric,1,1500
Russia,1958,10/18/58,Atmospheric,1,2900
Russia,1958,10/19/58,Atmospheric,2,40.001
Russia,1958,10/2/58,Atmospheric,2,330
